,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Category
SLC1A4,1497.152063,0.834232584,0.101632977,0,1,1,Neutral
RAD21L1,1.792243232,0.834090487,0.275439389,0,1,1,Neutral
WNT10B,46.47907439,0.834048299,0.168746495,0,1,1,Neutral
ETV5,803.1992982,0.833812771,0.114641665,0,1,1,Neutral
ACAN,259.9475125,0.833615021,0.160348152,0,1,1,Neutral
THEG,13.17112681,0.833529687,0.319292127,0,1,1,Neutral
ULBP2,338.7910968,0.833503126,0.139916202,0,1,1,Neutral
RPL7L1P8,0.739992475,0.833416943,0.238307496,0,1,1,Neutral
CFI,894.5399587,0.833381657,0.147213707,0,1,1,Neutral
PAPSS2,779.3264906,0.833095615,0.121634777,0,1,1,Neutral
MUC12,49.41848747,0.832681382,0.156781952,0,1,1,Neutral
CD68,70.38203602,0.83237145,0.119733917,0,1,1,Neutral
C15orf48,1919.083379,0.832350181,0.187721393,0,1,1,Neutral
LRRC42,1701.174049,0.832032572,0.060545027,0,1,1,Neutral
CARD16,310.6402393,0.831957742,0.120447543,0,1,1,Neutral
INSRR,6.976941598,0.831501653,0.228506745,0,1,1,Neutral
CHST13,21.06299175,0.831304493,0.163433479,0,1,1,Neutral
FOXL2,105.6871219,0.831102642,0.237441664,0,1,1,Neutral
PHEX,105.0216161,0.831033428,0.162610936,0,1,1,Neutral
HOXC-AS2,20.73185153,0.83033459,0.199858042,0,1,1,Neutral
SLN,6.281127315,0.830090417,0.232640239,0,1,1,Neutral
RASAL2-AS1,46.99613102,0.829801822,0.095950821,0,1,1,Neutral
RNF144B,1500.39457,0.829708919,0.115804538,0,1,1,Neutral
LIF-AS1,1.357797276,0.829429456,0.248947056,0,1,1,Neutral
LINC01395,4.25620103,0.829327853,0.294773247,0,1,1,Neutral
CCL25,2.919701858,0.828694903,0.23528535,0,1,1,Neutral
LRAT,73.14935448,0.828640566,0.276747166,0,1,1,Neutral
OAT,2465.341435,0.828214803,0.136263849,0,1,1,Neutral
GJB5,1342.390186,0.827848596,0.170168957,0,1,1,Neutral
DLK2,244.188266,0.827798159,0.138194388,0,1,1,Neutral
HERC6,1369.70836,0.827668174,0.128434953,0,1,1,Neutral
UQCRBP2,0.382619998,0.827449904,0.375013252,0,1,1,Neutral
SLC12A5-AS1,12.45100278,0.827446245,0.176319547,0,1,1,Neutral
SLC6A2,111.2136315,0.827367804,0.253549859,0,1,1,Neutral
GPC1,11264.24548,0.827351058,0.108659684,0,1,1,Neutral
IRX3,1000.915268,0.827069234,0.19918236,0,1,1,Neutral
MICAL2,3269.420027,0.826868694,0.103957323,0,1,1,Neutral
ARL4D,1632.371508,0.826444214,0.133627623,0,1,1,Neutral
TMPRSS3,382.6522243,0.826283556,0.217262716,0,1,1,Neutral
KLRC4,2.807949183,0.826060488,0.214406774,0,1,1,Neutral
PKMYT1,1208.345564,0.825859412,0.103080473,0,1,1,Neutral
MIR7845,0.31258066,0.825574254,0.393758514,0,1,1,Neutral
LAMP2,6864.918514,0.825524258,0.06864787,0,1,1,Neutral
ELMOD1,6.950315412,0.825116595,0.194859337,0,1,1,Neutral
MXRA5Y,40.69454562,0.824768404,0.22513987,0,1,1,Neutral
MPP4,6.212315594,0.824449659,0.134881811,0,1,1,Neutral
TAS1R3,101.7476319,0.824250954,0.157828111,0,1,1,Neutral
MTHFD2,3197.714895,0.823607776,0.089507346,0,1,1,Neutral
KHDC3L,0.442950603,0.823589239,0.37042716,0,1,1,Neutral
PDGFC,732.6947548,0.822985466,0.130098264,0,1,1,Neutral
IFI30,61.68048945,0.822758356,0.118267676,0,1,1,Neutral
LINC01450,0.466950359,0.822505839,0.335470687,0,1,1,Neutral
C9orf40,370.8181341,0.822438417,0.088522517,0,1,1,Neutral
TTC39DP,0.633592398,0.822425468,0.382689918,0,1,1,Neutral
PLXND1,4177.260034,0.822302668,0.09874865,0,1,1,Neutral
C1S,13789.04671,0.821468971,0.154804312,0,1,1,Neutral
SLA,705.7684507,0.821420138,0.149725592,0,1,1,Neutral
CST6,1242.419616,0.821346857,0.21376973,0,1,1,Neutral
MMP13,1301.127992,0.820276833,0.251301294,0,1,1,Neutral
SIRPB1,85.98470385,0.82005418,0.178700666,0,1,1,Neutral
NOX4,161.1795943,0.820007211,0.132646443,0,1,1,Neutral
ATP13A5,3.773227456,0.819747307,0.309653293,0,1,1,Neutral
PRICKLE1,279.6185879,0.819599633,0.152596619,0,1,1,Neutral
GALNT18,674.8351743,0.819120411,0.102687361,0,1,1,Neutral
PRKCQ-AS1,119.2838166,0.81909368,0.18563646,0,1,1,Neutral
BMP2K,349.1653552,0.819087292,0.08967495,0,1,1,Neutral
CXCR1,25.36597508,0.818908665,0.219084184,0,1,1,Neutral
DPF3,35.32582022,0.817423924,0.139272511,0,1,1,Neutral
ASPM,1507.45615,0.81700406,0.111953001,0,1,1,Neutral
BANCR,2.45141293,0.816651891,0.221075712,0,1,1,Neutral
BAIAP2,3292.987714,0.816008263,0.097043939,0,1,1,Neutral
PDYN-AS1,0.378866773,0.815920564,0.341065138,0,1,1,Neutral
STRA6,643.1357929,0.815730756,0.160126705,0,1,1,Neutral
COL18A1,7178.471988,0.815677569,0.111644169,0,1,1,Neutral
HLA-DQB1,5816.674322,0.815187235,0.170026508,0,1,1,Neutral
OR51Q1,0.588410628,0.814871252,0.421583351,0,1,1,Neutral
SYT13,42.61150073,0.814824725,0.338557297,0,1,1,Neutral
DEPDC1-AS1,3.392981146,0.81479978,0.154620566,0,1,1,Neutral
PSPH,831.7645048,0.814737682,0.084059654,0,1,1,Neutral
PROK2,7.91404207,0.81428152,0.224779561,0,1,1,Neutral
ORC1,513.1618703,0.813954338,0.095057181,0,1,1,Neutral
FAM3C,2399.9046,0.813897311,0.082936789,0,1,1,Neutral
RNU6-26P,1.255250488,0.813851425,0.265428673,0,1,1,Neutral
PAQR4,807.0725191,0.813841199,0.100539241,0,1,1,Neutral
FAM230C,9.342141033,0.813413118,0.509109301,0,1,1,Neutral
SLC35F2,1166.26575,0.81305874,0.092410261,0,1,1,Neutral
LINC02231,0.285814897,0.812728749,0.745154999,0,1,1,Neutral
TSPAN4,1384.346868,0.812281087,0.112817505,0,1,1,Neutral
PVR,2372.074641,0.811963919,0.079400377,0,1,1,Neutral
CD7,521.4764619,0.811764922,0.168923912,0,1,1,Neutral
MORN3,143.8527293,0.811544645,0.152189645,0,1,1,Neutral
AFAP1L1,658.7270377,0.811478036,0.096708827,0,1,1,Neutral
TTC7A,2389.301825,0.810303729,0.072275365,0,1,1,Neutral
RSAD2,1383.798525,0.809929887,0.17509045,0,1,1,Neutral
ENO1,77471.31016,0.809890871,0.067778827,0,1,1,Neutral
TUSC8,1.147829869,0.809806262,0.412600405,0,1,1,Neutral
KRTAP4-9,0.258124296,0.808343983,0.741482544,0,1,1,Neutral
PPP2R3A,821.472608,0.808299092,0.094513061,0,1,1,Neutral
NKAIN4,28.09020616,0.807750198,0.202650177,0,1,1,Neutral
A1BG-AS1,41.48048822,0.807620048,0.145119184,0,1,1,Neutral
LDLRAD1,7.684222552,0.807519746,0.288241364,0,1,1,Neutral
LY6K,808.7481527,0.80744802,0.170265824,0,1,1,Neutral
IGSF23,2.982921894,0.807412531,0.219212211,0,1,1,Neutral
HACD4,563.3110306,0.807153685,0.118059776,0,1,1,Neutral
LINC00616,0.571321455,0.807067849,0.484862436,0,1,1,Neutral
IL18,995.942577,0.806999088,0.118334342,0,1,1,Neutral
PIK3R6,83.12528683,0.806815008,0.118834166,0,1,1,Neutral
GABRG1,1.133575363,0.806508476,0.425636627,0,1,1,Neutral
PLK1,2429.218358,0.806307444,0.100266675,0,1,1,Neutral
ICOS,87.92885139,0.806149951,0.175305836,0,1,1,Neutral
PTPN7,447.6472134,0.805972277,0.160185559,0,1,1,Neutral
RPS6KA4,3516.718325,0.805893684,0.065363496,0,1,1,Neutral
RNU1-47P,0.826798384,0.805834264,0.292735898,0,1,1,Neutral
GLT8D2,474.3729227,0.805688874,0.142997235,0,1,1,Neutral
ITGAM,517.7038995,0.805373706,0.157758184,0,1,1,Neutral
TPRG1,185.6269696,0.804921169,0.133093114,0,1,1,Neutral
PCDHB17P,21.54162612,0.804563745,0.243530224,0,1,1,Neutral
ELOVL3,41.76597579,0.804176767,0.179227621,0,1,1,Neutral
COL3A1,109590.8157,0.803926981,0.173399581,0,1,1,Neutral
CHST7,168.6371741,0.803678938,0.096467939,0,1,1,Neutral
SPRED3,113.7846725,0.803058735,0.10041772,0,1,1,Neutral
NLRC5,2118.257142,0.802890004,0.117884881,0,1,1,Neutral
TRGV7,3.151085043,0.802698805,0.19202113,0,1,1,Neutral
CYP4F11,1127.02197,0.802425241,0.213355956,0,1,1,Neutral
CCDC152,75.61329375,0.802398748,0.161864844,0,1,1,Neutral
NOCT,337.9220918,0.802355612,0.096623765,0,1,1,Neutral
GPR65,119.518853,0.802176622,0.144702145,0,1,1,Neutral
TRBV4-1,5.905957494,0.802139696,0.241122186,0,1,1,Neutral
ITGA3,23057.78561,0.801998076,0.130068652,0,1,1,Neutral
AFAP1-AS1,533.8963879,0.801924913,0.281420257,0,1,1,Neutral
MICC,0.753811102,0.801700948,0.302809796,0,1,1,Neutral
ATP1A1,28764.48551,0.801431137,0.065094515,0,1,1,Neutral
P4HA3,267.9629772,0.801342889,0.154229011,0,1,1,Neutral
AGFG1,3031.984834,0.801044521,0.059903824,0,1,1,Neutral
HOXD10,260.7639895,0.800451939,0.168508365,0,1,1,Neutral
PLIN3,4343.67181,0.800382454,0.059319006,0,1,1,Neutral
TRIM22,2526.066266,0.80014551,0.130914691,0,1,1,Neutral
ANKRD7,7.06605399,0.799779725,0.21753944,0,1,1,Neutral
TRIM36,68.16860169,0.799110875,0.16904237,0,1,1,Neutral
PINCR,1.579374436,0.79909047,0.494244466,0,1,1,Neutral
IGHV2-26,98.69898914,0.799045852,0.293547202,0,1,1,Neutral
STX2,436.9230229,0.79883883,0.11769325,0,1,1,Neutral
ABCC1,4404.173631,0.79883591,0.092183412,0,1,1,Neutral
RNU6-10P,0.467744382,0.798820722,0.292432443,0,1,1,Neutral
COLGALT1,7672.371526,0.798579231,0.059226839,0,1,1,Neutral
BTBD19,218.9159258,0.798381425,0.114672042,0,1,1,Neutral
NDE1,1654.84232,0.798315568,0.074087761,0,1,1,Neutral
TNFSF10,7811.951002,0.798171543,0.145881688,0,1,1,Neutral
FGD6,1054.767761,0.798148652,0.09331238,0,1,1,Neutral
GMNC,1.591580241,0.797756732,0.35681632,0,1,1,Neutral
RPS27P16,2.223363488,0.797024312,0.222238055,0,1,1,Neutral
GOLGA6L7,3.822898623,0.796258433,0.327199184,0,1,1,Neutral
CCNB1,3404.32287,0.795843314,0.092813455,0,1,1,Neutral
B3GNT5,1857.338068,0.795239502,0.105158545,0,1,1,Neutral
PIK3R5,289.2183459,0.794641128,0.136322431,0,1,1,Neutral
MFAP5,779.7886086,0.794460174,0.252304426,0,1,1,Neutral
NOS2P3,1.412181378,0.794436127,0.272936195,0,1,1,Neutral
FOXM1,2830.180861,0.794308141,0.107483474,0,1,1,Neutral
LY96,208.3497593,0.794286944,0.141504565,0,1,1,Neutral
CD4,1952.760036,0.794035176,0.132798435,0,1,1,Neutral
CNPY1,1.046816472,0.793900496,0.426124116,0,1,1,Neutral
LRFN4,1266.922283,0.793777768,0.129150823,0,1,1,Neutral
GSTA3,1.797144775,0.793703495,0.399693393,0,1,1,Neutral
C5orf38,57.35278381,0.793175505,0.356159337,0,1,1,Neutral
TEX37,0.495516151,0.79273591,0.395634797,0,1,1,Neutral
RHOC,9244.558633,0.792510097,0.071709029,0,1,1,Neutral
GLIS1,62.54010199,0.792437326,0.174633254,0,1,1,Neutral
TRIM43,0.390132035,0.792055902,0.570700051,0,1,1,Neutral
TIMP1,20420.60206,0.790751144,0.128511719,0,1,1,Neutral
P2RX7,151.1691021,0.790485776,0.136450126,0,1,1,Neutral
TPBG,2498.587673,0.790389816,0.088378958,0,1,1,Neutral
SCT,26.25920986,0.790297822,0.206014746,0,1,1,Neutral
TMEM131L,686.2656014,0.789998113,0.111557892,0,1,1,Neutral
CRISPLD1,336.7985639,0.789862151,0.156713352,0,1,1,Neutral
ACOT7,2556.566799,0.789663972,0.081536466,0,1,1,Neutral
COL16A1,4045.189289,0.789637048,0.149672029,0,1,1,Neutral
FMNL1,1379.376817,0.789343112,0.107167799,0,1,1,Neutral
OIT3,11.41330287,0.789192025,0.175978526,0,1,1,Neutral
ITGB3,116.5185821,0.789136814,0.173834993,0,1,1,Neutral
OR9Q1,0.356773554,0.788950202,0.414618748,0,1,1,Neutral
KCNE1,12.40423076,0.788817449,0.161825719,0,1,1,Neutral
PADI2,379.1083836,0.788816663,0.160973776,0,1,1,Neutral
TAF4B,296.9873557,0.788740427,0.10789218,0,1,1,Neutral
OPTN,5099.153827,0.788649,0.084039258,0,1,1,Neutral
SPATC1,11.00698755,0.788274885,0.152065224,0,1,1,Neutral
SLC9B2,259.4241871,0.787867818,0.104076478,0,1,1,Neutral
STC2,1084.64183,0.787830947,0.141695749,0,1,1,Neutral
C19orf84,9.790811864,0.786792799,0.198286492,0,1,1,Neutral
IFI27L2,1253.114897,0.786554386,0.121178924,0,1,1,Neutral
HBEGF,2081.73499,0.786345264,0.149513484,0,1,1,Neutral
REP15,9.713048592,0.786166668,0.104775396,0,1,1,Neutral
GGT5,1494.411263,0.785648332,0.136173587,0,1,1,Neutral
TMED7-TICAM2,12.87855231,0.785383676,0.098136998,0,1,1,Neutral
LINC01716,0.232310383,0.785063887,0.514347376,0,1,1,Neutral
E2F7,495.430665,0.785009819,0.121339182,0,1,1,Neutral
ZFHX4-AS1,18.8420839,0.784282696,0.268038489,0,1,1,Neutral
PLA2G4C-AS1,2.438794228,0.784276998,0.207295666,0,1,1,Neutral
DUBR,165.6329612,0.78346193,0.107598347,0,1,1,Neutral
TMEM176A,1553.264551,0.782555319,0.149694364,0,1,1,Neutral
MAGEB3,0.221219538,0.782329411,0.658719961,0,1,1,Neutral
ZMYND15,144.0325276,0.78232069,0.108908347,0,1,1,Neutral
RAX,1.879746466,0.78218703,0.349653139,0,1,1,Neutral
DCUN1D5,1596.224989,0.781791934,0.082308881,0,1,1,Neutral
CDCA4,1643.275089,0.781721879,0.076863215,0,1,1,Neutral
MATN3,213.5354047,0.78153804,0.131743124,0,1,1,Neutral
TLDC2,55.69450786,0.780899079,0.121469784,0,1,1,Neutral
LINC01749,0.40705468,0.780429687,0.354571856,0,1,1,Neutral
CTRB1,0.841675008,0.780029544,0.351465975,0,1,1,Neutral
KCTD15,1393.012777,0.77988541,0.128985074,0,1,1,Neutral
KLF7,1385.832908,0.77967549,0.08900318,0,1,1,Neutral
CHAC2,169.0363501,0.779623117,0.083942529,0,1,1,Neutral
OTOP1,0.197555456,0.779172281,0.714848633,0,1,1,Neutral
STOM,7642.263004,0.779119556,0.119676233,0,1,1,Neutral
MAGEA3,878.0811334,0.779116503,0.3619431,0,1,1,Neutral
RNU7-128P,0.318640063,0.779066921,0.365691916,0,1,1,Neutral
THBS1,18184.86408,0.778641032,0.149022488,0,1,1,Neutral
MTAPP2,0.555585995,0.778622692,0.367309322,0,1,1,Neutral
HES7,12.10516109,0.777981383,0.194747627,0,1,1,Neutral
LMNB2,6487.426272,0.777691871,0.066601328,0,1,1,Neutral
BNC2-AS1,8.890380974,0.777495475,0.212962388,0,1,1,Neutral
SLC2A12,149.1689412,0.777020253,0.193226841,0,1,1,Neutral
GAS1,699.5972789,0.776983193,0.200498763,0,1,1,Neutral
MARVELD1,2912.36852,0.776586943,0.102784926,0,1,1,Neutral
ACTN1,15251.90687,0.776471802,0.107968219,0,1,1,Neutral
LAP3,4726.056219,0.775989371,0.093350231,0,1,1,Neutral
TMPRSS15,4.806578242,0.775964894,0.351629064,0,1,1,Neutral
APOC2,5.397387493,0.775885151,0.182088168,0,1,1,Neutral
ADORA1,107.9708473,0.775607486,0.149121244,0,1,1,Neutral
MIR3649,0.288690226,0.775561531,0.518137394,0,1,1,Neutral
GNG2,465.5230872,0.775358904,0.126552849,0,1,1,Neutral
CLEC11A,721.7577647,0.774621099,0.135951953,0,1,1,Neutral
LINC01561,13.4530676,0.774440871,0.266278764,0,1,1,Neutral
PHLDA2,1372.580304,0.774369617,0.118759781,0,1,1,Neutral
EHBP1,1923.489426,0.773874037,0.070512005,0,1,1,Neutral
LRRTM2,14.31974898,0.773525839,0.155154642,0,1,1,Neutral
RTN4RL2,66.10549751,0.773501835,0.133725555,0,1,1,Neutral
PSG3,1.960695973,0.773382593,0.409768649,0,1,1,Neutral
HTRA1,5672.67464,0.773347308,0.126890221,0,1,1,Neutral
NLRC4,83.8536033,0.772081576,0.096178703,0,1,1,Neutral
KLRG2,77.97334146,0.771999925,0.196835664,0,1,1,Neutral
ATP11A,1664.872357,0.771887868,0.101618888,0,1,1,Neutral
OTOS,0.577121275,0.771685394,0.374088784,0,1,1,Neutral
SPOCK1,1521.581532,0.771375905,0.16941118,0,1,1,Neutral
STMN3,1131.320705,0.771230932,0.147296797,0,1,1,Neutral
JAKMIP3,46.52828179,0.770659525,0.201623027,0,1,1,Neutral
SULF1,4964.870193,0.770598523,0.180879784,0,1,1,Neutral
TMEM176B,2664.395742,0.770333141,0.146848617,0,1,1,Neutral
SLFN12L,43.5091173,0.770152585,0.162819421,0,1,1,Neutral
FLNC-AS1,0.637699408,0.769986635,0.344673551,0,1,1,Neutral
CALML3,5496.755315,0.769881981,0.304996581,0,1,1,Neutral
DIO2,730.5584254,0.769530866,0.18194844,0,1,1,Neutral
PDGFRB,4473.723362,0.769301827,0.128667109,0,1,1,Neutral
MFHAS1,1287.222428,0.769267815,0.085289738,0,1,1,Neutral
IER3,4561.556173,0.769213079,0.134497828,0,1,1,Neutral
COL10A1,1161.733356,0.768620507,0.247759212,0,1,1,Neutral
DDX21,5159.082755,0.768408427,0.070843257,0,1,1,Neutral
COMP,3108.301557,0.76839339,0.251557102,0,1,1,Neutral
CYP4F3,1019.15829,0.768350574,0.228019428,0,1,1,Neutral
XAGE1B,0.517800613,0.768214692,0.721262748,0,1,1,Neutral
TNFAIP8L3,225.6397519,0.767840049,0.169980776,0,1,1,Neutral
ELK3,2752.680985,0.767141911,0.072046551,0,1,1,Neutral
MIR589,3.864793536,0.767101221,0.12226883,0,1,1,Neutral
RHOXF2,0.923630467,0.767007125,0.656349535,0,1,1,Neutral
SAT1,14011.7287,0.766982131,0.093637411,0,1,1,Neutral
EGOT,10.72198709,0.766190712,0.225947082,0,1,1,Neutral
HOXC10,207.8099677,0.766139326,0.269184332,0,1,1,Neutral
CASP4,2754.342628,0.765914627,0.088874933,0,1,1,Neutral
IFI6,14336.70616,0.765698634,0.170475514,0,1,1,Neutral
SCEL-AS1,0.210030355,0.765602217,0.609799067,0,1,1,Neutral
EEF1GP5,11.491535,0.765415844,0.144646282,0,1,1,Neutral
IGKV1-6,244.6641318,0.765377135,0.259327177,0,1,1,Neutral
KCNJ18,2.914844064,0.764843772,0.371607058,0,1,1,Neutral
MIR5188,0.999009009,0.764340818,0.21348945,0,1,1,Neutral
MAGEC2,105.2045832,0.764285844,0.482187949,0,1,1,Neutral
RPSAP22,0.500471298,0.764222734,0.288032637,0,1,1,Neutral
PLXDC1,612.2469139,0.76384158,0.102690813,0,1,1,Neutral
LAPTM5,7544.444516,0.763321481,0.139702441,0,1,1,Neutral
MFSD12,2866.733336,0.762615375,0.072014438,0,1,1,Neutral
LRP12,690.011083,0.762403074,0.108653349,0,1,1,Neutral
LYN,2243.254819,0.762375519,0.096805717,0,1,1,Neutral
BPI,8.101928843,0.76227891,0.2034749,0,1,1,Neutral
FAM78A,327.9377941,0.762156837,0.127913548,0,1,1,Neutral
CENPA,540.8993067,0.761579462,0.108526207,0,1,1,Neutral
SSX1,10.31057677,0.76115987,0.519998323,0,1,1,Neutral
TUBA1C,8051.222216,0.760301483,0.066899525,0,1,1,Neutral
CYSRT1,452.1699717,0.760194961,0.175104425,0,1,1,Neutral
TOR4A,1266.115019,0.760048849,0.116016678,0,1,1,Neutral
LCP1,7024.096952,0.759733539,0.134033011,0,1,1,Neutral
LAMB4,16.76233388,0.759520468,0.172024309,0,1,1,Neutral
MYADM,4915.152983,0.758616126,0.148008137,0,1,1,Neutral
CD300LD,0.294699559,0.758559827,0.393132407,0,1,1,Neutral
AIF1L,802.5251805,0.758436428,0.1537121,0,1,1,Neutral
SH2D1B,17.76424087,0.758418057,0.150685937,0,1,1,Neutral
CD300LB,33.45932951,0.758330718,0.154130888,0,1,1,Neutral
TRGV5,12.37958526,0.758180255,0.191164328,0,1,1,Neutral
SHCBP1,831.2344529,0.758166951,0.097168885,0,1,1,Neutral
OR5B12,0.175522544,0.757902919,0.648824959,0,1,1,Neutral
NPFFR2,55.44347689,0.757654539,0.319569119,0,1,1,Neutral
RALB,3073.080035,0.757311122,0.051227404,0,1,1,Neutral
CCDC70,0.463176533,0.756796738,0.314141053,0,1,1,Neutral
NETO2,1117.398563,0.756772041,0.129999481,0,1,1,Neutral
P3H2,1132.47363,0.756489051,0.153953299,0,1,1,Neutral
ISLR,3922.469929,0.756335672,0.195252089,0,1,1,Neutral
DDN-AS1,26.12232804,0.756180309,0.124990851,0,1,1,Neutral
MXRA5,5303.457909,0.75612113,0.154024773,0,1,1,Neutral
SLC9A3P2,21.10593132,0.756089344,0.347960383,0,1,1,Neutral
ADTRP,335.4680273,0.756062003,0.190155477,0,1,1,Neutral
KLF4,2485.197533,0.756042748,0.133475461,0,1,1,Neutral
RTTN,582.9364647,0.755545398,0.07936194,0,1,1,Neutral
LRRC17,202.3850567,0.755531036,0.173860703,0,1,1,Neutral
PLOD1,9197.024496,0.755171192,0.07380609,0,1,1,Neutral
PLP2,10148.11425,0.754901008,0.090184447,0,1,1,Neutral
SALL1,68.99889677,0.754898619,0.191181791,0,1,1,Neutral
ANOS1,233.3327131,0.754797214,0.15096308,0,1,1,Neutral
COL4A2-AS2,1.339475683,0.753994919,0.254973358,0,1,1,Neutral
CCDC54,1.906911833,0.753989879,0.220129254,0,1,1,Neutral
TREML2,17.47638194,0.753884506,0.189334637,0,1,1,Neutral
HAR1B,3.792450862,0.75302501,0.200022023,0,1,1,Neutral
CRYBB1,20.52849168,0.752793069,0.140482423,0,1,1,Neutral
MSC-AS1,223.1578593,0.752673786,0.171425672,0,1,1,Neutral
TNFAIP3,3263.537775,0.752632927,0.134654976,0,1,1,Neutral
CSMD2,91.56814955,0.751033208,0.141352882,0,1,1,Neutral
CYTH3,1311.332039,0.75086262,0.077661513,0,1,1,Neutral
IRAK1,7949.544065,0.750837343,0.067088995,0,1,1,Neutral
LEF1,443.8318478,0.750767796,0.126654959,0,1,1,Neutral
PGBD5,260.6600227,0.750150615,0.180279371,0,1,1,Neutral
LRIT2,0.446020411,0.749913399,0.415939056,0,1,1,Neutral
CEACAM5,3605.416706,0.749647079,0.309166784,0,1,1,Neutral
TRGC2,42.7342655,0.749398879,0.190305777,0,1,1,Neutral
GRIA1,4.82122093,0.749341075,0.284917826,0,1,1,Neutral
HBM,0.523840524,0.748923927,0.38983567,0,1,1,Neutral
LRP2,52.35698382,0.748858024,0.219947771,0,1,1,Neutral
SH2B3,1291.637954,0.748810832,0.095462369,0,1,1,Neutral
PAM,4019.098966,0.748038122,0.097947295,0,1,1,Neutral
LINC01537,28.8744807,0.747780868,0.177692274,0,1,1,Neutral
PLD1,1126.396963,0.74764319,0.095606611,0,1,1,Neutral
PLOD2,3660.519754,0.747005281,0.12532413,0,1,1,Neutral
LINC02530,0.178365585,0.746990674,0.493356762,0,1,1,Neutral
IKBIP,1010.029595,0.746755198,0.071192203,0,1,1,Neutral
MAGEA6,728.2841809,0.746544705,0.378111779,0,1,1,Neutral
PAPLN,744.4978344,0.745607144,0.131171014,0,1,1,Neutral
PRB2,0.956938681,0.744851607,0.329829457,0,1,1,Neutral
MIR4645,3.189325557,0.744191984,0.198856078,0,1,1,Neutral
GRK5,731.4174756,0.744160064,0.107218325,0,1,1,Neutral
CCDC197,0.937591767,0.743952393,0.314421464,0,1,1,Neutral
TRAV1-2,4.226561379,0.743931574,0.233640025,0,1,1,Neutral
TRGV3,2.685494115,0.743610803,0.21639317,0,1,1,Neutral
NLN,1313.1144,0.743325761,0.076773225,0,1,1,Neutral
RASD1,518.1437753,0.743296141,0.184126457,0,1,1,Neutral
IL10RA,850.7727527,0.742753721,0.150100605,0,1,1,Neutral
DPYD-AS1,1.566715413,0.741563205,0.238997018,0,1,1,Neutral
RAPGEF5,671.96831,0.741071705,0.107100755,0,1,1,Neutral
ITGAX,770.9356838,0.741043898,0.14250469,0,1,1,Neutral
PTPRD,210.2247569,0.741002894,0.214073663,0,1,1,Neutral
LINC02487,2.537499598,0.740945984,0.218299152,0,1,1,Neutral
AK1,327.7422873,0.74079961,0.092893805,0,1,1,Neutral
ABCA13,251.1956502,0.740760337,0.230535311,0,1,1,Neutral
MIR646HG,21.14445237,0.740648248,0.204600209,0,1,1,Neutral
TGM4,9.128285766,0.740641599,0.160085449,0,1,1,Neutral
PSPC1P1,11.45054509,0.740555591,0.136172785,0,1,1,Neutral
TNFSF4,175.5725425,0.740320187,0.149918436,0,1,1,Neutral
KLF10,3103.50294,0.740205259,0.092291737,0,1,1,Neutral
KLKP1,1.318661452,0.739056838,0.331869236,0,1,1,Neutral
HGD,20.2830958,0.738785276,0.203156636,0,1,1,Neutral
AEBP1,14997.93349,0.738742892,0.172747084,0,1,1,Neutral
SGCZ,4.567665678,0.738712998,0.36469259,0,1,1,Neutral
PTPN12,3856.654887,0.738611423,0.062187765,0,1,1,Neutral
SQOR,2193.750196,0.737990054,0.09380142,0,1,1,Neutral
KCNK7,80.6789922,0.73793921,0.147999237,0,1,1,Neutral
LINC01842,17.02749296,0.737712078,0.20951866,0,1,1,Neutral
PCDHGB4,44.05128576,0.73724485,0.182172401,0,1,1,Neutral
EXO1,617.3468836,0.736983571,0.105706952,0,1,1,Neutral
POU3F4,1.466236412,0.73647308,0.42162573,0,1,1,Neutral
CHST3,1056.259764,0.736263744,0.127540948,0,1,1,Neutral
FHDC1,917.4962632,0.736134869,0.113812268,0,1,1,Neutral
NHLH2,78.27901635,0.735254633,0.270090937,0,1,1,Neutral
MATK,166.8402246,0.735182115,0.165846205,0,1,1,Neutral
LURAP1L,574.3163169,0.735155877,0.118938731,0,1,1,Neutral
TMEM106A,208.9425675,0.734412429,0.129864244,0,1,1,Neutral
HRH2,38.92256829,0.734325125,0.170511375,0,1,1,Neutral
CXCL16,2953.519911,0.734263433,0.093824643,0,1,1,Neutral
HLA-DQB2,642.2569756,0.734210931,0.16996513,0,1,1,Neutral
LINC02574,2.8722512,0.733995946,0.211431834,0,1,1,Neutral
KLHL5,1153.190437,0.733787918,0.108205932,0,1,1,Neutral
COTL1,8789.156958,0.733697555,0.099852023,0,1,1,Neutral
SYNPO2L,12.17621725,0.733589215,0.155161412,0,1,1,Neutral
